Ts_0,Ts_1,Ts_2,Ts_3,Ts_4,Ts_5,Ts_6,Ts_7,Ts_8,Ts_9,Ts_10,Ts_11,Ts_12,Ts_13,Ts_14,Ts_15,Ts_16,Ts_17,Ts_18,Ts_19,Ts_20,Ts_21,Ts_22,Ts_23
6   ,1   ,2   ,5   ,5   ,1   ,0   ,0   ,0   ,0   ,0    ,0    ,0    ,0    ,0    ,0    ,0    ,1    ,0    ,1    ,1    ,4    ,14   ,6
5   ,1   ,2   ,6   ,5   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,0    ,1    ,0    ,0    ,1    ,0    ,1    ,1    ,4    ,14   ,6
5   ,1   ,2   ,6   ,5   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,0    ,1    ,0    ,0    ,1    ,0    ,1    ,1    ,4    ,15   ,6
4   ,1   ,2   ,6   ,6   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,0    ,1    ,0    ,0    ,1    ,0    ,1    ,1    ,4    ,16   ,5
4   ,1   ,2   ,6   ,6   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,0    ,2    ,0    ,0    ,1    ,0    ,1    ,1    ,3    ,17   ,5
4   ,0   ,2   ,7   ,6   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,0    ,2    ,0    ,0    ,1    ,0    ,1    ,0    ,3    ,17   ,6
4   ,0   ,3   ,7   ,6   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,0    ,2    ,0    ,0    ,1    ,0    ,1    ,0    ,2    ,18   ,6
4   ,0   ,3   ,6   ,7   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,0    ,2    ,0    ,0    ,1    ,0    ,1    ,0    ,2    ,19   ,5
4   ,0   ,3   ,6   ,7   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,0    ,2    ,0    ,0    ,1    ,0    ,1    ,0    ,3    ,18   ,5
4   ,0   ,3   ,6   ,7   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,1    ,3    ,0    ,0    ,1    ,0    ,1    ,0    ,3    ,18   ,5
4   ,0   ,4   ,6   ,7   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,1    ,3    ,0    ,0    ,1    ,0    ,1    ,0    ,3    ,18   ,4
5   ,0   ,4   ,6   ,7   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,1    ,3    ,0    ,0    ,1    ,0    ,1    ,0    ,3    ,17   ,5
5   ,0   ,4   ,7   ,7   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,1    ,3    ,0    ,0    ,1    ,0    ,1    ,0    ,4    ,17   ,5
4   ,1   ,4   ,7   ,7   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,1    ,3    ,0    ,0    ,1    ,0    ,1    ,0    ,4    ,17   ,5
4   ,1   ,4   ,7   ,7   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,1    ,3    ,0    ,0    ,1    ,0    ,1    ,0    ,4    ,17   ,5
4   ,1   ,5   ,7   ,7   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,1    ,3    ,0    ,0    ,1    ,0    ,1    ,0    ,5    ,16   ,5
4   ,1   ,6   ,6   ,7   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,1    ,3    ,0    ,0    ,1    ,0    ,1    ,0    ,5    ,16   ,6
3   ,1   ,6   ,6   ,6   ,1   ,0   ,0   ,0   ,0   ,1    ,0    ,0    ,1    ,3    ,0    ,0    ,1    ,0    ,1    ,0    ,4    ,16   ,7
