date                   ,end_date               ,label
2020-06-26 18:44:31.347,2020-06-26 18:44:33.879,Cuisine
2020-06-26 18:44:33.879,2020-06-26 18:44:45.976,Chambre
2020-06-26 18:44:40.914,2020-06-26 18:44:52.491,Cuisine
2020-06-26 18:44:45.976,2020-06-26 18:44:58.816,Chambre
2020-06-26 18:44:52.491,2020-06-26 18:45:01.063,Cuisine
2020-06-26 18:44:58.816,2020-06-26 18:45:04.536,Chambre
2020-06-26 18:45:01.063,2020-06-26 18:45:15.730,Cuisine
2020-06-26 18:45:15.730,2020-06-26 18:45:30.847,Chambre
2020-06-26 18:45:35.236,2020-06-26 18:45:41.304,Cuisine
2020-06-26 18:45:48.005,2020-06-26 18:45:49.978,Chambre
2020-06-26 18:45:49.978,2020-06-26 18:46:00.541,Cuisine
2020-06-26 18:46:00.541,2020-06-26 18:46:10.645,Chambre
2020-06-26 18:46:13.717,2020-06-26 18:46:13.985,Cuisine
2020-06-26 18:46:13.985,2020-06-26 18:46:25.363,Chambre
2020-06-26 18:46:22.752,2020-06-26 18:46:36.851,Cuisine
2020-06-26 18:46:25.363,2020-06-26 18:46:38.450,Chambre
2020-06-26 18:46:36.851,2020-06-26 18:46:42.372,Cuisine
2020-06-26 18:46:42.372,2020-06-26 18:47:01.037,Chambre
2020-06-26 18:47:01.037,2020-06-26 18:47:15.152,Cuisine
2020-06-26 18:47:15.152,2020-06-26 18:47:19.721,Chambre
2020-06-26 18:47:19.721,2020-06-26 18:47:30.834,Cuisine
2020-06-26 18:47:30.834,2020-06-26 18:47:53.121,Chambre
2020-06-26 18:47:53.121,2020-06-26 18:48:00.732,Cuisine
2020-06-26 18:47:58.419,2020-06-26 18:48:07.497,Chambre
2020-06-26 18:48:00.732,2020-06-26 18:48:13.375,Cuisine
2020-06-26 18:48:07.497,2020-06-26 18:48:17.766,Chambre
2020-06-26 18:48:13.375,2020-06-26 18:48:20.391,Cuisine
2020-06-26 18:48:17.766,2020-06-26 18:48:32.137,Chambre
2020-06-26 18:48:20.391,2020-06-26 18:48:33.460,Cuisine
2020-06-26 18:48:33.460,2020-06-26 18:48:43.583,Chambre
2020-06-26 18:48:43.583,2020-06-26 18:48:51.145,Cuisine
2020-06-26 18:48:44.899,2020-06-26 18:48:55.543,Chambre
2020-06-26 18:48:51.145,2020-06-26 18:49:03.226,Cuisine
2020-06-26 18:49:03.226,2020-06-26 18:49:22.448,Chambre
2020-06-26 18:49:22.448,2020-06-26 18:49:30.014,Cuisine
2020-06-26 18:49:30.014,2020-06-26 18:49:54.746,Chambre
2020-06-26 18:49:54.746,2020-06-26 18:50:01.310,Cuisine
2020-06-26 18:50:01.310,2020-06-26 18:50:10.411,Chambre
2020-06-26 18:50:10.411,2020-06-26 18:50:23.499,Cuisine
2020-06-26 18:50:23.499,2020-06-26 18:50:29.503,Chambre
2020-06-26 18:50:36.806,2020-06-26 18:50:42.106,Cuisine
2020-06-26 18:50:50.161,2020-06-26 18:50:50.431,Chambre
2020-06-26 18:50:50.431,2020-06-26 18:51:00.020,Cuisine
2020-06-26 18:51:00.020,2020-06-26 18:51:09.561,Chambre
2020-06-26 18:51:09.561,2020-06-26 18:51:22.647,Cuisine
2020-06-26 18:51:16.604,2020-06-26 18:51:27.006,Chambre
2020-06-26 18:51:22.647,2020-06-26 18:51:35.220,Cuisine
2020-06-26 18:51:27.006,2020-06-26 18:51:36.727,Chambre
2020-06-26 18:51:35.220,2020-06-26 18:51:42.770,Cuisine
2020-06-26 18:51:42.770,2020-06-26 18:52:09.558,Chambre
2020-06-26 18:52:15.767,2020-06-26 18:52:16.277,Cuisine
2020-06-26 18:52:16.277,2020-06-26 18:52:28.013,Chambre
2020-06-26 18:52:19.621,2020-06-26 18:52:30.170,Cuisine
2020-06-26 18:52:28.013,2020-06-26 18:52:41.291,Chambre
2020-06-26 18:52:30.170,2020-06-26 18:52:48.816,Cuisine
2020-06-26 18:52:41.291,2020-06-26 18:52:50.438,Chambre
2020-06-26 18:52:48.816,2020-06-26 18:52:56.347,Cuisine
2020-06-26 18:53:44.826,2020-06-26 18:53:51.935,Cuisine
2020-06-26 18:53:51.935,2020-06-26 18:54:11.580,Chambre
2020-06-26 18:54:11.580,2020-06-26 18:54:27.196,Cuisine
2020-06-26 18:54:21.665,2020-06-26 18:54:28.620,Salon
2020-06-26 18:54:27.196,2020-06-26 18:54:29.747,Tapis de sport
2020-06-26 18:54:29.747,2020-06-26 18:54:31.784,Chambre
2020-06-26 18:54:31.784,2020-06-26 18:54:41.278,Salon
2020-06-26 18:54:36.510,2020-06-26 18:54:43.412,Tapis de sport
2020-06-26 18:54:41.278,2020-06-26 18:54:44.384,Chambre
2020-06-26 18:54:44.384,2020-06-26 18:55:00.003,Cuisine
2020-06-26 18:55:04.072,2020-06-26 18:55:21.037,Chambre
2020-06-26 18:55:21.037,2020-06-26 18:55:30.676,Cuisine
2020-06-26 18:55:28.167,2020-06-26 18:55:37.340,Chambre
2020-06-26 18:55:30.676,2020-06-26 18:55:41.743,Salon
2020-06-26 18:55:37.340,2020-06-26 18:55:43.200,Chambre
2020-06-26 18:55:43.200,2020-06-26 18:55:49.235,Tapis de sport
2020-06-26 18:55:54.375,2020-06-26 18:56:01.378,Chambre
2020-06-26 18:56:01.378,2020-06-26 18:56:09.499,Tapis de sport
2020-06-26 18:56:04.399,2020-06-26 18:56:10.968,Placard de salon
2020-06-26 18:56:09.499,2020-06-26 18:56:12.943,Chambre
2020-06-26 18:56:10.968,2020-06-26 18:56:21.044,Tapis de sport
